step,time_s,inventory_mol,input_mol,residual_mol,inventory_rate_mol_s,input_rate_mol_s,balance_rate_mol_s,predicted_rate_mol_s,predicted_integral_mol,loop_inventory_mol,supplied_inventory,current_A,capacity_Ah
0.000000000000000000e+00,3.200000000000000000e+02,9.754383251383874805e-05,0.000000000000000000e+00,-3.764219838608973134e-14,-1.199977653888780409e-16,0.000000000000000000e+00,-1.199977653888780409e-16,-1.199973646068349873e-16,-3.723413697022425202e-14,9.754383251383876160e-05,1.355988421107210654e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.250000000000000000e+02,9.754383251325367190e-05,0.000000000000000000e+00,-3.822727453594437774e-14,-1.199441442486236209e-16,0.000000000000000000e+00,-1.199441442486236209e-16,-1.199440160284609864e-16,-3.783399042181249235e-14,9.754383251325371255e-05,1.355988421201090094e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.300000000000000000e+02,9.754383251266873127e-05,0.000000000000000000e+00,-3.881221516052746345e-14,-1.198911663041273200e-16,0.000000000000000000e+00,-1.198911663041273200e-16,-1.198906674500861227e-16,-3.843357713050885764e-14,9.754383251266874482e-05,1.355988421294968991e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.350000000000000000e+02,9.754383251208368223e-05,0.000000000000000000e+00,-3.939726420532779771e-14,-1.198376516156504596e-16,0.000000000000000000e+00,-1.198376516156504596e-16,-1.198373188717107906e-16,-3.903289709631334790e-14,9.754383251208358736e-05,1.355988421388847347e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.400000000000000000e+02,9.754383251149863318e-05,0.000000000000000000e+00,-3.998231325012813198e-14,-1.197843422984500845e-16,0.000000000000000000e+00,-1.197843422984500845e-16,-1.197839702933347435e-16,-3.963195031922596313e-14,9.754383251149866029e-05,1.355988421482727871e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.450000000000000000e+02,9.754383251091355703e-05,0.000000000000000000e+00,-4.056738939998277838e-14,-1.197310542544645756e-16,0.000000000000000000e+00,-1.197310542544645756e-16,-1.197306217149581542e-16,-4.023073679924669701e-14,9.754383251091348927e-05,1.355988421576605142e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000000000e+02,9.754383251032849444e-05,0.000000000000000000e+00,-4.115245199731026871e-14,-1.196776414088849777e-16,0.000000000000000000e+00,-1.196776414088849777e-16,-1.196772731365809732e-16,-4.082925653637554324e-14,9.754383251032839957e-05,1.355988421670484040e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.550000000000000000e+02,9.754383250974348605e-05,0.000000000000000000e+00,-4.173746038452913476e-14,-1.196245788666937760e-16,0.000000000000000000e+00,-1.196245788666937760e-16,-1.196239245582031759e-16,-4.142750953061250182e-14,9.754383250974344539e-05,1.355988421764364022e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.600000000000000000e+02,9.754383250915839635e-05,0.000000000000000000e+00,-4.232255008691093723e-14,-1.195709973208975193e-16,0.000000000000000000e+00,-1.195709973208975193e-16,-1.195705759798247622e-16,-4.202549578195757273e-14,9.754383250915836924e-05,1.355988421858242920e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.650000000000000000e+02,9.754383250857336085e-05,0.000000000000000000e+00,-4.290758557918411542e-14,-1.195175057815599464e-16,0.000000000000000000e+00,-1.195175057815599464e-16,-1.195172274014457323e-16,-4.262321529041074968e-14,9.754383250857337441e-05,1.355988421952121817e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.700000000000000000e+02,9.754383250798827115e-05,0.000000000000000000e+00,-4.349267528156591789e-14,-1.194641754863375900e-16,0.000000000000000000e+00,-1.194641754863375900e-16,-1.194638788230660861e-16,-4.322066805597202636e-14,9.754383250798829826e-05,1.355988422046001257e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.750000000000000000e+02,9.754383250740323566e-05,0.000000000000000000e+00,-4.407771077383909608e-14,-1.194108625410689312e-16,0.000000000000000000e+00,-1.194108625410689312e-16,-1.194105302446857990e-16,-4.381785407864140907e-14,9.754383250740322211e-05,1.355988422139879342e-04,0.000000000000000000e+00,0.000000000000000000e+00
